,text,airline_sentiment,demoji,cleaned,no_sw,wo_stopfreq,wo_stopfreq_lem
11284,@USAirways My flight finally arrived in Charlotte.  They booked my luggage thru to lga but no room on flight for me.  What a mess,negative,@USAirways My flight finally arrived in Charlotte.  They booked my luggage thru to lga but no room on flight for me.  What a mess, my flight finally arrived in charlotte. they booked my luggage thru to lga but no room on flight for me. what a mess,flight finally arrived charlotte. booked luggage lga room flight me. mess,finally arrived charlotte. booked luggage lga room me. mess,finally arrived charlotte. booked luggage lga room me. mess
11285,"@USAirways been on hold for over an hour, still don't know where my bags are, won't refund me my flight?!?! It wasn't weather!!",negative,"@USAirways been on hold for over an hour, still don't know where my bags are, won't refund me my flight?!?! It wasn't weather!!"," been on hold for over an hour, still do not know where my bags are, will not refund me my flight?!?! it was not weather!!","hold hour, bags are, refund flight?!?! weather!!","hour, bags are, refund flight?!?! weather!!","hour, bags are, refund flight?!?! weather!!"
11286,@USAirways no your not!,negative,@USAirways no your not!, no your not!,not!,not!,not!
11287,@USAirways My wife had flight changes due to weather now she cant checkin to her return flight and it fails Is it possible usair Cancelled Flightled,negative,@USAirways My wife had flight changes due to weather now she cant checkin to her return flight and it fails Is it possible usair Cancelled Flightled, my wife had flight changes due to weather now she cant checkin to her return flight and it fails is it possible usair cancelled flightled,wife flight changes due weather checkin return flight fails possible usair cancelled flightled,wife changes due weather checkin return fails possible usair flightled,wife changes due weather checkin return fails possible usair flightled
11289,@USAirways yup 1:34 minutes was my limit of waiting on hold so thanks for nothing,negative,@USAirways yup 1:34 minutes was my limit of waiting on hold so thanks for nothing, yup 1:34 minutes was my limit of waiting on hold so thanks for nothing,1:34 minutes limit waiting hold,1:34 minutes limit waiting,1:34 minutes limit waiting
11290,@USAirways this is more than having patience. This is not acceptable. http://t.co/N7pSuEJDC8,negative,@USAirways this is more than having patience. This is not acceptable. http://t.co/N7pSuEJDC8, this is more than having patience. this is not acceptable. http://t.co/n7psuejdc8,patience. acceptable. http://t.co/n7psuejdc8,patience. acceptable. http://t.co/n7psuejdc8,patience. acceptable. http://t.co/n7psuejdc8
11294,@USAirways can you explain why I am on hold over an hour .Other than I'm dumb and should be using a different airline #wth,negative,@USAirways can you explain why I am on hold over an hour .Other than I'm dumb and should be using a different airline #wth, can you explain why i am on hold over an hour .other than i'm dumb and should be using a different airline #wth,explain hold hour .other dumb different airline #wth,explain hour .other dumb different airline #wth,explain hour .other dumb different airline #wth
11295,@USAirways you used to have an evening flight DCA-DSM and an early AM return. Now it's middle of the work day for both. Inconvenient.,negative,@USAirways you used to have an evening flight DCA-DSM and an early AM return. Now it's middle of the work day for both. Inconvenient., you used to have an evening flight dca-dsm and an early am return. now it is middle of the work day for both. inconvenient.,evening flight dca-dsm early return. middle work day both. inconvenient.,evening dca-dsm early return. middle work day both. inconvenient.,evening dca-dsm early return. middle work day both. inconvenient.
11296,@USAirways delays to the max,negative,@USAirways delays to the max, delays to the max,delays max,delays max,delays max
11298,@USAirways well this is #nofun #nocustomerservice #onhold trying to make #reservations #nothappy http://t.co/m7MMq2f5FA,negative,@USAirways well this is #nofun #nocustomerservice #onhold trying to make #reservations #nothappy http://t.co/m7MMq2f5FA, well this is #nofun #nocustomerservice #onhold trying to make #reservations #nothappy http://t.co/m7mmq2f5fa,#nofun #nocustomerservice #onhold make #reservations #nothappy http://t.co/m7mmq2f5fa,#nofun #nocustomerservice #onhold make #reservations #nothappy http://t.co/m7mmq2f5fa,#nofun #nocustomerservice #onhold make #reservations #nothappy http://t.co/m7mmq2f5fa
11299,@USAirways it shouldn't take longer to get to the gate than the flight itself takes.... 59 minutes flying time - 47 minutes on runway so far,negative,@USAirways it shouldn't take longer to get to the gate than the flight itself takes.... 59 minutes flying time - 47 minutes on runway so far, it should not take longer to get to the gate than the flight itself takes.... 59 minutes flying time - 47 minutes on runway so far,longer gate flight takes.... 59 minutes flying time - 47 minutes runway,longer gate takes.... 59 minutes flying time - 47 minutes runway,longer gate takes.... 59 minutes flying time - 47 minutes runway
11300,"@USAirways attempting ckin for flight on 2/19 all day, site unable to retrieve details.  Called twice and disconnected.",negative,"@USAirways attempting ckin for flight on 2/19 all day, site unable to retrieve details.  Called twice and disconnected."," attempting ckin for flight on 2/19 all day, site unable to retrieve details. called twice and disconnected.","attempting ckin flight 2/19 day, site unable retrieve details. called disconnected.","attempting ckin 2/19 day, site unable retrieve details. called disconnected.","attempting ckin 2/19 day, site unable retrieve details. called disconnected."
11301,@USAirways Emailed them a week ago and still nothing...,negative,@USAirways Emailed them a week ago and still nothing..., emailed them a week ago and still nothing...,emailed week ago nothing...,emailed week ago nothing...,emailed week ago nothing...
11302,@USAirways I would be willing to pay anything to change a flight! @AllegiantTravel does not! help!,negative,@USAirways I would be willing to pay anything to change a flight! @AllegiantTravel does not! help!, i would be willing to pay anything to change a flight! does not! help!,pay change flight! not! help!,pay change flight! not! help!,pay change flight! not! help!
11303,@USAirways yeah you guys just told me to call the website that I booked from. I booked on your website. UNACCEPTABLE,negative,@USAirways yeah you guys just told me to call the website that I booked from. I booked on your website. UNACCEPTABLE, yeah you guys just told me to call the website that i booked from. i booked on your website. unacceptable,guys told call website booked from. booked website. unacceptable,guys told website booked from. booked website. unacceptable,guys told website booked from. booked website. unacceptable
11304,@USAirways still waiting! Captain reports he's called 6 times to get ground crew....and still sitting on runway. #evenLate Flightr,negative,@USAirways still waiting! Captain reports he's called 6 times to get ground crew....and still sitting on runway. #evenLate Flightr, still waiting! captain reports he is called 6 times to get ground crew....and still sitting on runway. #evenlate flightr,waiting! captain reports called 6 times ground crew....and sitting runway. #evenlate flightr,waiting! captain reports called 6 times ground crew....and sitting runway. #evenlate flightr,waiting! captain reports called 6 times ground crew....and sitting runway. #evenlate flightr
11305,@USAirways is the real MVP for holding up the flight connecting Philly to Tampa.,negative,@USAirways is the real MVP for holding up the flight connecting Philly to Tampa., is the real mvp for holding up the flight connecting philly to tampa.,real mvp holding flight connecting philly tampa.,real mvp holding connecting philly tampa.,real mvp holding connecting philly tampa.
11309,@USAirways you have most likely lost my business. Terrible experience! Too many times stuck on Tarmac and last min Cancelled Flightled flights. #Done,negative,@USAirways you have most likely lost my business. Terrible experience! Too many times stuck on Tarmac and last min Cancelled Flightled flights. #Done, you have most likely lost my business. terrible experience! too many times stuck on tarmac and last min cancelled flightled flights. #done,lost business. terrible experience! times stuck tarmac cancelled flightled flights. #done,lost business. terrible experience! times stuck tarmac flightled flights. #done,lost business. terrible experience! times stuck tarmac flightled flights. #done
11310,@USAirways I have been doing that all day. Can't find my bag anywhere bc they're saying it was never scanned &amp; technically never left LAX.,negative,@USAirways I have been doing that all day. Can't find my bag anywhere bc they're saying it was never scanned &amp; technically never left LAX., i have been doing that all day. can't find my bag anywhere bc they are saying it was never scanned &amp; technically never left lax.,day. find bag scanned &amp; technically left lax.,day. find bag scanned technically left lax.,day. find bag scanned technically left lax.
11311,@USAirways why no ground crew at DCA when we're already Late Flight arriving #evenLate Flightr,negative,@USAirways why no ground crew at DCA when we're already Late Flight arriving #evenLate Flightr, why no ground crew at dca when we are already late flight arriving #evenlate flightr,ground crew dca late flight arriving #evenlate flightr,ground crew dca late arriving #evenlate flightr,ground crew dca late arriving #evenlate flightr
11312,@USAirways being told 'tough break and this is how it is' is unacceptable. You can't even tell me when my bags will be here,negative,@USAirways being told 'tough break and this is how it is' is unacceptable. You can't even tell me when my bags will be here, being told 'tough break and this is how it is' is unacceptable. you can't even tell me when my bags will be here,told 'tough break is' unacceptable. bags,told 'tough break is' unacceptable. bags,told 'tough break is' unacceptable. bags
11315,@USAirways now telling me I don't have the correct tag for my luggage!!! My luggage apparently is not in LA or Charlotte. This is not ok!!,negative,@USAirways now telling me I don't have the correct tag for my luggage!!! My luggage apparently is not in LA or Charlotte. This is not ok!!, now telling me i do not have the correct tag for my luggage!!! my luggage apparently is not in la or charlotte. this is not ok!!,telling correct tag luggage!!! luggage apparently charlotte. ok!!,telling correct tag luggage!!! luggage apparently charlotte. ok!!,telling correct tag luggage!!! luggage apparently charlotte. ok!!
11316,"@USAirways Your software is broken. ""Call Customer Support"" is not the fix. Like I said earlier, yell at your developers.",negative,"@USAirways Your software is broken. ""Call Customer Support"" is not the fix. Like I said earlier, yell at your developers."," your software is broken. ""call customer support"" is not the fix. like i said earlier, yell at your developers.","software broken. ""call customer support"" fix. earlier, yell developers.","software broken. ""call support"" fix. earlier, yell developers.","software broken. ""call support"" fix. earlier, yell developers."
11317,@USAirways It's not double booked. I spoke with CS and we've got a plan to fix this. It's still an amateur mistake that should never happen.,negative,@USAirways It's not double booked. I spoke with CS and we've got a plan to fix this. It's still an amateur mistake that should never happen., it's not double booked. i spoke with cs and we have got a plan to fix this. it's still an amateur mistake that should never happen.,double booked. spoke cs plan fix this. amateur mistake happen.,double booked. spoke cs plan fix this. amateur mistake happen.,double booked. spoke cs plan fix this. amateur mistake happen.
11319,"@USAirways @AmericanAir hey guys, due to some horrible customer service issues is there any way I can get a checked bag credit?",negative,"@USAirways @AmericanAir hey guys, due to some horrible customer service issues is there any way I can get a checked bag credit?"," hey guys, due to some horrible customer service issues is there any way i can get a checked bag credit?","hey guys, due horrible customer service issues checked bag credit?","hey guys, due horrible issues checked bag credit?","hey guys, due horrible issues checked bag credit?"
11320,@USAirways delayed 2 days for weather and on top I got yelled at for being Late Flight when I was not notified of the time change #WellDone,negative,@USAirways delayed 2 days for weather and on top I got yelled at for being Late Flight when I was not notified of the time change #WellDone, delayed 2 days for weather and on top i got yelled at for being late flight when i was not notified of the time change #welldone,delayed 2 days weather top yelled late flight notified time change #welldone,delayed days weather top yelled late notified time change #welldone,delayed days weather top yelled late notified time change #welldone
11321,@USAirways Not a great experience for my first time flying US Airways. Going forward I'll probably be taking my business elsewhere.,negative,@USAirways Not a great experience for my first time flying US Airways. Going forward I'll probably be taking my business elsewhere., not a great experience for my first time flying us airways. going forward i'll probably be taking my business elsewhere.,great experience time flying airways. forward probably taking business elsewhere.,great experience time flying airways. forward probably taking business elsewhere.,great experience time flying airways. forward probably taking business elsewhere.
11322,@USAirways ...Loosing a lot of business by using Barclays. I cant believe that you cant apply for a card if you live in Iowa.,negative,@USAirways ...Loosing a lot of business by using Barclays. I cant believe that you cant apply for a card if you live in Iowa., ...loosing a lot of business by using barclays. i cant believe that you cant apply for a card if you live in iowa.,...loosing lot business barclays. believe apply card live iowa.,...loosing lot business barclays. believe apply card live iowa.,...loosing lot business barclays. believe apply card live iowa.
11323,@USAirways I was re accommodated for my DSM flight tonight after a delay from Myrtle Beach now the flight to DSM is back on for tonight?,negative,@USAirways I was re accommodated for my DSM flight tonight after a delay from Myrtle Beach now the flight to DSM is back on for tonight?, i was re accommodated for my dsm flight tonight after a delay from myrtle beach now the flight to dsm is back on for tonight?,accommodated dsm flight tonight delay myrtle beach flight dsm back tonight?,accommodated dsm tonight delay myrtle beach dsm back tonight?,accommodated dsm tonight delay myrtle beach dsm back tonight?
11324,@USAirways so far I've gotten six different answers,negative,@USAirways so far I've gotten six different answers, so far i've gotten six different answers,different answers,different answers,different answers
11325,@USAirways Oh certainly. And now I have two $275 pending transactions on my bank account. Really happy that I was charged double.,negative,@USAirways Oh certainly. And now I have two $275 pending transactions on my bank account. Really happy that I was charged double., oh certainly. and now i have two $275 pending transactions on my bank account. really happy that i was charged double.,certainly. $275 pending transactions bank account. happy charged double.,certainly. $275 pending transactions bank account. happy charged double.,certainly. $275 pending transactions bank account. happy charged double.
11327,"@USAirways what's going on? I've been hearing a not-friendly 'Please wait' on repeat while I'm on hold, being transferred to idk where...",negative,"@USAirways what's going on? I've been hearing a not-friendly 'Please wait' on repeat while I'm on hold, being transferred to idk where..."," what is going on? i've been hearing a not-friendly 'please wait' on repeat while i'm on hold, being transferred to i do not know where...","on? hearing not-friendly 'please wait' repeat hold, transferred where...","on? hearing not-friendly 'please wait' repeat hold, transferred where...","on? hearing not-friendly 'please wait' repeat hold, transferred where..."
11328,@USAirways The captain turned off the seat belt sign so people can get up and walk around.  That's not good.,negative,@USAirways The captain turned off the seat belt sign so people can get up and walk around.  That's not good., the captain turned off the seat belt sign so people can get up and walk around.  that is not good.,captain turned seat belt sign walk around. good.,captain turned seat belt sign walk around. good.,captain turned seat belt sign walk around. good.
11329,@USAirways I'm sorry as well. It's been 24 hrs without my bag and I can't get a straight answers. I'm on call #6 for today.,negative,@USAirways I'm sorry as well. It's been 24 hrs without my bag and I can't get a straight answers. I'm on call #6 for today., i'm sorry as well. it's been 24 hrs without my bag and i can't get a straight answers. i'm on call #6 for today.,sorry well. 24 hrs bag straight answers. call #6 today.,sorry well. 24 hrs bag straight answers. #6 today.,sorry well. 24 hrs bag straight answers. #6 today.
11330,@USAirways Ya'll need to work on your online checkout system. Two bank transactions for one ticket is bush league. Yell at your devs.,negative,@USAirways Ya'll need to work on your online checkout system. Two bank transactions for one ticket is bush league. Yell at your devs., ya'll need to work on your online checkout system. two bank transactions for one ticket is bush league. yell at your devs.,ya'll work online checkout system. bank transactions ticket bush league. yell devs.,ya'll work online checkout system. bank transactions ticket bush league. yell devs.,ya'll work online checkout system. bank transactions ticket bush league. yell devs.
11331,@USAirways I wish we were on our way. Now there's a problem w/de-icing.Three &amp; 1/2 hour delay so far &amp; sill not sure if we'll be taking off.,negative,@USAirways I wish we were on our way. Now there's a problem w/de-icing.Three &amp; 1/2 hour delay so far &amp; sill not sure if we'll be taking off., i wish we were on our way. now there is a problem w/de-icing.three &amp; 1/2 hour delay so far &amp; sill not sure if we'll be taking off.,wish way. problem w/de-icing.three &amp; 1/2 hour delay &amp; sill taking off.,wish way. problem w/de-icing.three 1/2 hour delay sill taking off.,wish way. problem w/de-icing.three 1/2 hour delay sill taking off.
11332,@USAirways if you could have ran your USExpress/PSA worth a damn I wouldn't be stuck in horrible CLT now.,negative,@USAirways if you could have ran your USExpress/PSA worth a damn I wouldn't be stuck in horrible CLT now., if you could have ran your usexpress/psa worth a damn i wouldn't be stuck in horrible clt now.,ran usexpress/psa worth damn stuck horrible clt now.,ran usexpress/psa worth damn stuck horrible clt now.,ran usexpress/psa worth damn stuck horrible clt now.
11333,@USAirways you run a piece of shit airline!!  Thanks for ruining AA,negative,@USAirways you run a piece of shit airline!!  Thanks for ruining AA, you run a piece of shit airline!! thanks for ruining aa,run piece shit airline!! ruining aa,run piece shit airline!! ruining aa,run piece shit airline!! ruining aa
11334,“@USAirways: @AnnetteNaif We appreciate the #shoutout for Roberto. DM confirmation code so we can forward ur kind words.” Confirmation code?,negative,“@USAirways: @AnnetteNaif We appreciate the #shoutout for Roberto. DM confirmation code so we can forward ur kind words.” Confirmation code?,“: we appreciate the #shoutout for roberto. dm confirmation code so we can forward you are kind words.” confirmation code?,“: appreciate #shoutout roberto. dm confirmation code forward kind words.” confirmation code?,“: appreciate #shoutout roberto. dm confirmation code forward kind words.” confirmation code?,“: appreciate #shoutout roberto. dm confirmation code forward kind words.” confirmation code?
11335,@USAirways Finally back on board.  Door was closed only to be reopened because we need fuel. You think someone wd have thought of it earlier,negative,@USAirways Finally back on board.  Door was closed only to be reopened because we need fuel. You think someone wd have thought of it earlier, finally back on board. door was closed only to be reopened because we need fuel. you think someone wd have thought of it earlier,finally back board. closed reopened fuel. wd earlier,finally back board. closed reopened fuel. wd earlier,finally back board. closed reopened fuel. wd earlier
11336,"@USAirways Secondary screenings, a piece of the plane missing... Anything you want to tell us?",negative,"@USAirways Secondary screenings, a piece of the plane missing... Anything you want to tell us?"," secondary screenings, a piece of the plane missing... anything you want to tell us?","secondary screenings, piece plane missing... us?","secondary screenings, piece missing... us?","secondary screenings, piece missing... us?"
11337,@USAirways  sitting on Tarmac in #PIT for 30 min. No announcement. Just sitting.,negative,@USAirways  sitting on Tarmac in #PIT for 30 min. No announcement. Just sitting., sitting on tarmac in #pit for 30 min. no announcement. just sitting.,sitting tarmac #pit 30 min. announcement. sitting.,sitting tarmac #pit 30 min. announcement. sitting.,sitting tarmac #pit 30 min. announcement. sitting.
11339,"@USAirways I appreciate that you actually monitor Twitter, so please  pass along my feedback. I've tried calling about 15 times in 4 days :(",negative,"@USAirways I appreciate that you actually monitor Twitter, so please  pass along my feedback. I've tried calling about 15 times in 4 days :("," i appreciate that you actually monitor twitter, so please pass along my feedback. i've tried calling about 15 times in 4 days :(","appreciate monitor twitter, pass feedback. calling 15 times 4 days :(","appreciate monitor twitter, pass feedback. calling 15 times 4 days :(","appreciate monitor twitter, pass feedback. calling 15 times 4 days :("
11340,@USAirways Cant help but be frustrated after an hour call with u ends up with a disconnection and no answers especially as div pref member.,negative,@USAirways Cant help but be frustrated after an hour call with u ends up with a disconnection and no answers especially as div pref member., cant help but be frustrated after an hour call with u ends up with a disconnection and no answers especially as div pref member.,frustrated hour call ends disconnection answers especially div pref member.,frustrated hour ends disconnection answers especially div pref member.,frustrated hour ends disconnection answers especially div pref member.
11341,@USAirways I don't think I've ever had a us airways flight that went smoothly.,negative,@USAirways I don't think I've ever had a us airways flight that went smoothly., i do not think i've ever had a us airways flight that went smoothly.,airways flight smoothly.,airways smoothly.,airways smoothly.
11342,@USAirways PLEASE improve your phone system! Going through multiple prompts &amp; menus just to be told to call back Late Flightr = MAJOR FAIL,negative,@USAirways PLEASE improve your phone system! Going through multiple prompts &amp; menus just to be told to call back Late Flightr = MAJOR FAIL, please improve your phone system! going through multiple prompts &amp; menus just to be told to call back late flightr = major fail,improve phone system! multiple prompts &amp; menus told call back late flightr = major fail,improve phone system! multiple prompts menus told back late flightr = major fail,improve phone system! multiple prompts menus told back late flightr = major fail
11343,"@USAirways once again your service leaves a lot to be desired. Flight 5141 here early, but short staffing means we wait on Tarmac...Thanks",negative,"@USAirways once again your service leaves a lot to be desired. Flight 5141 here early, but short staffing means we wait on Tarmac...Thanks"," once again your service leaves a lot to be desired. flight 5141 here early, but short staffing means we wait on tarmac...thanks","service leaves lot desired. flight 5141 early, short staffing means wait tarmac...thanks","leaves lot desired. 5141 early, short staffing means wait tarmac...thanks","leaves lot desired. 5141 early, short staffing means wait tarmac...thanks"
11344,@USAirways the Late Flightr flight to Charleston is leaving before the flight scheduled earlier.  That's so wrong,negative,@USAirways the Late Flightr flight to Charleston is leaving before the flight scheduled earlier.  That's so wrong, the late flightr flight to charleston is leaving before the flight scheduled earlier.  that is so wrong,late flightr flight charleston leaving flight scheduled earlier. wrong,late flightr charleston leaving scheduled earlier. wrong,late flightr charleston leaving scheduled earlier. wrong
11345,"@USAirways. I'm delayed in Cha, will miss my connection in Charlotte for lga.  Not good",negative,"@USAirways. I'm delayed in Cha, will miss my connection in Charlotte for lga.  Not good",". i'm delayed in cha, will miss my connection in charlotte for lga. not good",". delayed cha, miss connection charlotte lga.",". delayed cha, miss connection charlotte lga.",". delayed cha, miss connection charlotte lga."
11346,@USAirways we did. It added about seven hours to our day... So far... Want to take odds on our bags being on the carousel in KC? #notcool,negative,@USAirways we did. It added about seven hours to our day... So far... Want to take odds on our bags being on the carousel in KC? #notcool, we did. it added about seven hours to our day... so far... want to take odds on our bags being on the carousel in kc? #notcool,did. added hours day... far... odds bags carousel kc? #notcool,did. added day... far... odds bags carousel kc? #notcool,did. added day... far... odds bags carousel kc? #notcool
11347,"@USAirways @MarciaVeronicaa she missed her uncle's funeral, and you ""hope"" they can find another flight. That's very considerate of you.",negative,"@USAirways @MarciaVeronicaa she missed her uncle's funeral, and you ""hope"" they can find another flight. That's very considerate of you."," she missed her uncle's funeral, and you ""hope"" they can find another flight. that is very considerate of you.","missed uncle's funeral, ""hope"" find flight. considerate you.","missed uncle's funeral, ""hope"" find flight. considerate you.","missed uncle's funeral, ""hope"" find flight. considerate you."
11348,@USAirways My last flight was Cancelled Flightled and I'm very disappointed.,negative,@USAirways My last flight was Cancelled Flightled and I'm very disappointed., my last flight was cancelled flightled and i'm very disappointed.,flight cancelled flightled disappointed.,flightled disappointed.,flightled disappointed.
11349,@USAirways just lost a faithful customer.,negative,@USAirways just lost a faithful customer., just lost a faithful customer.,lost faithful customer.,lost faithful customer.,lost faithful customer.
11350,@USAirways  I have 3 times and no one has been able to help me out,negative,@USAirways  I have 3 times and no one has been able to help me out, i have 3 times and no one has been able to help me out,3 times,3 times,3 times
11352,"@usairways. Seriously, attendants go AWOL for 60 mins.   Now flight further delayed.   Don't lite a match either http://t.co/mT8sPlm02v",negative,"@usairways. Seriously, attendants go AWOL for 60 mins.   Now flight further delayed.   Don't lite a match either http://t.co/mT8sPlm02v",". seriously, attendants go awol for 60 mins.  now flight further delayed.  don't lite a match either http://t.co/mt8splm02v",". seriously, attendants awol 60 mins. flight delayed. lite match http://t.co/mt8splm02v",". seriously, attendants awol 60 mins. delayed. lite match http://t.co/mt8splm02v",". seriously, attendants awol 60 mins. delayed. lite match http://t.co/mt8splm02v"
11353,"@USAirways Joined Silver Preferred because I heard customer service was so great, pity I was misguided.",negative,"@USAirways Joined Silver Preferred because I heard customer service was so great, pity I was misguided."," joined silver preferred because i heard customer service was so great, pity i was misguided.","joined silver preferred heard customer service great, pity misguided.","joined silver preferred heard great, pity misguided.","joined silver preferred heard great, pity misguided."
11354,@USAirways it is just bad practice and I am disappointed that your airline was not prepared...honestly the last time I fly with you guys,negative,@USAirways it is just bad practice and I am disappointed that your airline was not prepared...honestly the last time I fly with you guys, it is just bad practice and i am disappointed that your airline was not prepared...honestly the last time i fly with you guys,practice disappointed airline prepared...honestly time fly guys,practice disappointed airline prepared...honestly time fly guys,practice disappointed airline prepared...honestly time fly guys
11355,@USAirways well this is about as worthless as your regular service.  A bunch of do nothings and idiots. #sucks,negative,@USAirways well this is about as worthless as your regular service.  A bunch of do nothings and idiots. #sucks, well this is about as worthless as your regular service. a bunch of do nothings and idiots. #sucks,worthless regular service. bunch nothings idiots. #sucks,worthless regular service. bunch nothings idiots. #sucks,worthless regular service. bunch nothings idiots. #sucks
11356,@USAirways ...these changes as well to Late Flightr find out that the flight I was scheduled for isn't ready,negative,@USAirways ...these changes as well to Late Flightr find out that the flight I was scheduled for isn't ready, ...these changes as well to late flightr find out that the flight i was scheduled for is not ready,...these changes late flightr find flight scheduled ready,...these changes late flightr find scheduled ready,...these changes late flightr find scheduled ready
11357,"@USAirways after 3 Cancelled Flightlations and a delay, causing me to miss connecting flight. Another night not being home. Thanks #pathetic",negative,"@USAirways after 3 Cancelled Flightlations and a delay, causing me to miss connecting flight. Another night not being home. Thanks #pathetic"," after 3 cancelled flightlations and a delay, causing me to miss connecting flight. another night not being home. thanks #pathetic","3 cancelled flightlations delay, causing miss connecting flight. night home. #pathetic","3 flightlations delay, causing miss connecting flight. night home. #pathetic","3 flightlations delay, causing miss connecting flight. night home. #pathetic"
11358,"@USAirways that's understandable, my issue is with creating a new flight without the personnel to do it...I changed my plans to accommodate",negative,"@USAirways that's understandable, my issue is with creating a new flight without the personnel to do it...I changed my plans to accommodate"," that's understandable, my issue is with creating a new flight without the personnel to do it...i changed my plans to accommodate","understandable, issue creating flight personnel it...i changed plans accommodate","understandable, issue creating personnel it...i changed plans accommodate","understandable, issue creating personnel it...i changed plans accommodate"
11359,@USAirways  thanks! Now I just need to locate where my luggage is!,negative,@USAirways  thanks! Now I just need to locate where my luggage is!, thanks! now i just need to locate where my luggage is!,thanks! locate luggage is!,thanks! locate luggage is!,thanks! locate luggage is!
11361,"@USAirways Thanks for showing interest...3880 to Greenville, SC.",negative,"@USAirways Thanks for showing interest...3880 to Greenville, SC."," thanks for showing interest...3880 to greenville, sc.","showing interest...3880 greenville, sc.","showing interest...3880 greenville, sc.","showing interest...3880 greenville, sc."
11362,@USAirways your app sucks balls compared to @AmericanAir,negative,@USAirways your app sucks balls compared to @AmericanAir, your app sucks balls compared to ,app sucks balls compared,app sucks balls compared,app sucks balls compared
11363,@USAirways #USAirways So my flight was Late Flight getting into charlotte so i miss my connector to Phoenix thanks again last time I EVER FLY USAIR,negative,@USAirways #USAirways So my flight was Late Flight getting into charlotte so i miss my connector to Phoenix thanks again last time I EVER FLY USAIR, #usairways so my flight was late flight getting into charlotte so i miss my connector to phoenix thanks again last time i ever fly usair,#usairways flight late flight charlotte miss connector phoenix time fly usair,#usairways late charlotte miss connector phoenix time fly usair,#usairways late charlotte miss connector phoenix time fly usair
11365,"@USAirways ""admirals club"" at CLT has rude, and ignorant front desk staff...@AmericanAir you have fallen so far...THANKS DOUG PARKER!!!",negative,"@USAirways ""admirals club"" at CLT has rude, and ignorant front desk staff...@AmericanAir you have fallen so far...THANKS DOUG PARKER!!!"," ""admirals club"" at clt has rude, and ignorant front desk staff... you have fallen so far...thanks doug parker!!!","""admirals club"" clt rude, ignorant front desk staff... fallen far...thanks doug parker!!!","""admirals club"" clt rude, ignorant front desk staff... fallen far...thanks doug parker!!!","""admirals club"" clt rude, ignorant front desk staff... fallen far...thanks doug parker!!!"
11366,"@USAirways to CLT from JFK nasty planes, dirty seats &amp; floors, rude flight attendants- hopefully AA can get you cleaned up #disgusting #vile",negative,"@USAirways to CLT from JFK nasty planes, dirty seats &amp; floors, rude flight attendants- hopefully AA can get you cleaned up #disgusting #vile"," to clt from jfk nasty planes, dirty seats &amp; floors, rude flight attendants- hopefully aa can get you cleaned up #disgusting #vile","clt jfk nasty planes, dirty seats &amp; floors, rude flight attendants- aa cleaned #disgusting #vile","clt jfk nasty planes, dirty seats floors, rude attendants- aa cleaned #disgusting #vile","clt jfk nasty planes, dirty seats floors, rude attendants- aa cleaned #disgusting #vile"
11367,@USAirways I paid for my ticket on @PayPal on the 13th and it still says pending. Is that normal? I just want the money out of my account.,negative,@USAirways I paid for my ticket on @PayPal on the 13th and it still says pending. Is that normal? I just want the money out of my account., i paid for my ticket on on the 13th and it still says pending. is that normal? i just want the money out of my account.,paid ticket 13th pending. normal? money account.,paid ticket 13th pending. normal? money account.,paid ticket 13th pending. normal? money account.
11369,@USAirways this made me have to Cancelled Flight my car reservation and it came out to more money...why did you reschedule a time without the crew?,negative,@USAirways this made me have to Cancelled Flight my car reservation and it came out to more money...why did you reschedule a time without the crew?, this made me have to cancelled flight my car reservation and it came out to more money...why did you reschedule a time without the crew?,made cancelled flight car reservation money...why reschedule time crew?,made car reservation money...why reschedule time crew?,made car reservation money...why reschedule time crew?
11370,"@USAirways my flight was Cancelled Flightled yesterday and moved to today, then while at my stop in DC my flight is delayed due to lack of crew US4485",negative,"@USAirways my flight was Cancelled Flightled yesterday and moved to today, then while at my stop in DC my flight is delayed due to lack of crew US4485"," my flight was cancelled flightled yesterday and moved to today, then while at my stop in dc my flight is delayed due to lack of crew us4485","flight cancelled flightled yesterday moved today, stop dc flight delayed due lack crew us4485","flightled yesterday moved today, stop dc delayed due lack crew us4485","flightled yesterday moved today, stop dc delayed due lack crew us4485"
11372,@USAirways no they dont.  I think I already said that.  No one responds.  Its an auto response.  Wait is this an auto response??????,negative,@USAirways no they dont.  I think I already said that.  No one responds.  Its an auto response.  Wait is this an auto response??????, no they dont. i think i already said that. no one responds. its an auto response. wait is this an auto response??????,dont. that. responds. auto response. wait auto response??????,dont. that. responds. auto response. wait auto response??????,dont. that. responds. auto response. wait auto response??????
11374,@USAirways started trying to reach a real person over an hour ago still no luck,negative,@USAirways started trying to reach a real person over an hour ago still no luck, started trying to reach a real person over an hour ago still no luck,started reach real person hour ago luck,started reach real person hour ago luck,started reach real person hour ago luck
11375,"@USAirways us2118
My wife in Boston says no snow right now.",negative,"@USAirways us2118
My wife in Boston says no snow right now."," us2118my wife in boston says no snow right now.",us2118 wife boston snow now.,us2118 wife boston snow now.,us2118 wife boston snow now.
